"","INCIDENT_ID","DATA_YEAR","ORI","PUB_AGENCY_NAME","PUB_AGENCY_UNIT","AGENCY_TYPE_NAME","STATE_ABBR","STATE_NAME","DIVISION_NAME","REGION_NAME","POPULATION_GROUP_CODE","POPULATION_GROUP_DESC","INCIDENT_DATE","ADULT_VICTIM_COUNT","JUVENILE_VICTIM_COUNT","TOTAL_OFFENDER_COUNT","ADULT_OFFENDER_COUNT","JUVENILE_OFFENDER_COUNT","OFFENDER_RACE","OFFENDER_ETHNICITY","VICTIM_COUNT","OFFENSE_NAME","TOTAL_INDIVIDUAL_VICTIMS","LOCATION_NAME","BIAS_DESC","VICTIM_TYPES","MULTIPLE_OFFENSE","MULTIPLE_BIAS"
"11",51872,1998,"MI5030300","Center Line",NA,"City","MI","Michigan","East North Central","Midwest","6","Cities from 2,500 thru 9,999","29-APR-98",NA,NA,1,NA,NA,"White",NA,1,"Simple Assault",1,"Highway/Road/Alley/Street/Sidewalk","Anti-Mental Disability","Individual","S","S"
"12",53654,1998,"TNTBI0000","Tennessee Bureau of Investigation",NA,"Other State Agency","TN","Tennessee","East South Central","South","7","Cities under 2,500","27-JUL-98",NA,NA,1,NA,NA,"Unknown",NA,1,"Aggravated Assault",1,"Residence/Home","Anti-Mental Disability","Individual","S","S"
"13",53869,1998,"TX2270100","Austin",NA,"City","TX","Texas","West South Central","South","1B","Cities from 500,000 thru 999,999","06-FEB-98",NA,NA,3,NA,NA,"White",NA,1,"Simple Assault",1,"Highway/Road/Alley/Street/Sidewalk","Anti-Mental Disability","Individual","S","S"
"14",53871,1998,"TX2270100","Austin",NA,"City","TX","Texas","West South Central","South","1B","Cities from 500,000 thru 999,999","27-FEB-98",NA,NA,3,NA,NA,"White",NA,1,"Intimidation",1,"Highway/Road/Alley/Street/Sidewalk","Anti-Mental Disability","Individual","S","S"
"15",53872,1998,"TX2270100","Austin",NA,"City","TX","Texas","West South Central","South","1B","Cities from 500,000 thru 999,999","03-MAR-98",NA,NA,3,NA,NA,"White",NA,1,"Intimidation",1,"Highway/Road/Alley/Street/Sidewalk","Anti-Mental Disability","Individual","S","S"
"16",57015,1998,"VA0750600","Dumfries",NA,"City","VA","Virginia","South Atlantic","South","6","Cities from 2,500 thru 9,999","13-JUN-98",NA,NA,2,NA,NA,"Black or African American",NA,1,"Robbery",1,"Residence/Home","Anti-Mental Disability","Individual","S","S"
"17",59037,1999,"ID0200200","Mountain Home",NA,"City","ID","Idaho","Mountain","West","5","Cities from 10,000 thru 24,999","13-NOV-99",NA,NA,3,NA,NA,"White",NA,1,"Simple Assault",1,"Residence/Home","Anti-Mental Disability","Individual","S","S"
"18",59165,1999,"IL0010300","Quincy",NA,"City","IL","Illinois","East North Central","Midwest","4","Cities from 25,000 thru 49,999","23-SEP-99",NA,NA,1,NA,NA,"Black or African American",NA,1,"Intimidation",1,"Residence/Home","Anti-Mental Disability","Individual","S","S"
"19",63780,1999,"IL0720700","Peoria",NA,"City","IL","Illinois","East North Central","Midwest","2","Cities from 100,000 thru 249,999","01-APR-99",NA,NA,1,NA,NA,"White",NA,2,"Rape;Simple Assault",2,"Residence/Home","Anti-Mental Disability","Individual","M","S"
"20",59161,1999,"ILCPD0000","Chicago",NA,"City","IL","Illinois","East North Central","Midwest","1A","Cities 1,000,000 or over","08-MAR-99",NA,NA,1,NA,NA,"Unknown",NA,1,"Intimidation",1,"Residence/Home","Anti-Mental Disability","Individual","S","S"
"21",59734,1999,"MA0095200","Wilmington",NA,"City","MA","Massachusetts","New England","Northeast","5","Cities from 10,000 thru 24,999","12-APR-99",NA,NA,1,NA,NA,"White",NA,1,"Intimidation",1,"Other/Unknown","Anti-Mental Disability","Individual","S","S"
"22",64632,1999,"MA0095200","Wilmington",NA,"City","MA","Massachusetts","New England","Northeast","5","Cities from 10,000 thru 24,999","02-APR-99",NA,NA,1,NA,NA,"Unknown",NA,1,"Intimidation",1,"Other/Unknown","Anti-Mental Disability","Individual","S","S"
"23",64174,1999,"NH0031800","Keene",NA,"City","NH","New Hampshire","New England","Northeast","5","Cities from 10,000 thru 24,999","25-JUL-99",NA,NA,1,NA,NA,"White",NA,1,"Simple Assault",1,"Restaurant","Anti-Mental Disability","Individual","S","S"
"24",60355,1999,"NH0101800","Newport",NA,"City","NH","New Hampshire","New England","Northeast","6","Cities from 2,500 thru 9,999","06-DEC-99",NA,NA,1,NA,NA,"White",NA,1,"Simple Assault",1,"School/College","Anti-Mental Disability","Individual","S","S"
"25",64169,1999,"NV0160100","Reno",NA,"City","NV","Nevada","Mountain","West","2","Cities from 100,000 thru 249,999","07-JUL-99",NA,NA,2,NA,NA,"Multiple",NA,1,"Aggravated Assault",1,"Commercial/Office Building","Anti-Mental Disability","Individual","S","S"
"26",66759,2000,"CT0004300","East Hartford",NA,"City","CT","Connecticut","New England","Northeast","4","Cities from 25,000 thru 49,999","06-DEC-00",NA,NA,0,NA,NA,"Unknown",NA,1,"Destruction/Damage/Vandalism of Property",0,"Parking/Drop Lot/Garage","Anti-Mental Disability","Individual","S","S"
"27",71799,2000,"CT0004300","East Hartford",NA,"City","CT","Connecticut","New England","Northeast","4","Cities from 25,000 thru 49,999","26-NOV-00",NA,NA,0,NA,NA,"Unknown",NA,1,"Destruction/Damage/Vandalism of Property",1,"Residence/Home","Anti-Mental Disability","Individual","S","S"
"28",66813,2000,"DE0020300","New Castle County Police Department",NA,"County","DE","Delaware","South Atlantic","South","9A","MSA counties 100,000 or over","25-AUG-00",NA,NA,1,NA,NA,"White",NA,1,"Destruction/Damage/Vandalism of Property",1,"Residence/Home","Anti-Mental Disability","Individual","S","S"
"29",72100,2000,"ILCPD0000","Chicago",NA,"City","IL","Illinois","East North Central","Midwest","1A","Cities 1,000,000 or over","25-MAY-00",NA,NA,1,NA,NA,"White",NA,1,"Destruction/Damage/Vandalism of Property",1,"Highway/Road/Alley/Street/Sidewalk","Anti-Mental Disability","Individual","S","S"
"30",68049,2000,"MN0271100","Minneapolis",NA,"City","MN","Minnesota","West North Central","Midwest","1C","Cities from 250,000 thru 499,999","06-AUG-00",NA,NA,1,NA,NA,"White",NA,1,"Not Specified",1,"Residence/Home","Anti-Mental Disability","Individual","S","S"
"31",68605,2000,"NJ0190900","Hamburg",NA,"City","NJ","New Jersey","Middle Atlantic","Northeast","6","Cities from 2,500 thru 9,999","24-MAR-00",NA,NA,1,NA,NA,"White",NA,1,"Intimidation",1,"School/College","Anti-Mental Disability","Individual","S","S"
"32",69285,2000,"OR0240200","Salem",NA,"City","OR","Oregon","Pacific","West","2","Cities from 100,000 thru 249,999","17-JAN-00",NA,NA,1,NA,NA,"White",NA,1,"Robbery",1,"Residence/Home","Anti-Mental Disability","Individual","S","S"
"33",69659,2000,"TN0780000","Sevier",NA,"County","TN","Tennessee","East South Central","South","9B","MSA counties from 25,000 thru 99,999","03-OCT-00",NA,NA,1,NA,NA,"White",NA,1,"Destruction/Damage/Vandalism of Property",0,"Residence/Home","Anti-Mental Disability","Individual","S","S"
"34",69440,2000,"TNMPD0000","Memphis",NA,"City","TN","Tennessee","East South Central","South","1B","Cities from 500,000 thru 999,999","07-AUG-00",NA,NA,0,NA,NA,"Unknown",NA,1,"Burglary/Breaking & Entering",0,"Residence/Home","Anti-Mental Disability","Individual","S","S"
"35",69561,2000,"TNMPD0000","Memphis",NA,"City","TN","Tennessee","East South Central","South","1B","Cities from 500,000 thru 999,999","03-AUG-00",NA,NA,1,NA,NA,"Black or African American",NA,1,"Aggravated Assault",0,"Highway/Road/Alley/Street/Sidewalk","Anti-Mental Disability","Individual","S","S"
"36",69562,2000,"TNMPD0000","Memphis",NA,"City","TN","Tennessee","East South Central","South","1B","Cities from 500,000 thru 999,999","26-AUG-00",NA,NA,0,NA,NA,"Unknown",NA,1,"Motor Vehicle Theft",0,"Residence/Home","Anti-Mental Disability","Individual","S","S"
"37",69441,2000,"TNTBI0000","Tennessee Bureau of Investigation",NA,"Other State Agency","TN","Tennessee","East South Central","South","7","Cities under 2,500","14-JUN-00",NA,NA,1,NA,NA,"Black or African American",NA,1,"Simple Assault",1,"Other/Unknown","Anti-Mental Disability","Individual","S","S"
"38",69442,2000,"TNTBI0000","Tennessee Bureau of Investigation",NA,"Other State Agency","TN","Tennessee","East South Central","South","7","Cities under 2,500","14-MAY-00",NA,NA,1,NA,NA,"Unknown",NA,1,"Simple Assault",1,"Residence/Home","Anti-Mental Disability","Individual","S","S"
"39",69470,2000,"TNTBI0000","Tennessee Bureau of Investigation",NA,"Other State Agency","TN","Tennessee","East South Central","South","7","Cities under 2,500","14-MAY-00",NA,NA,1,NA,NA,"Black or African American",NA,1,"Simple Assault",0,"Residence/Home","Anti-Mental Disability","Individual","S","S"
"40",69563,2000,"TNTBI0000","Tennessee Bureau of Investigation",NA,"Other State Agency","TN","Tennessee","East South Central","South","7","Cities under 2,500","23-JUL-00",NA,NA,1,NA,NA,"Black or African American",NA,1,"Aggravated Assault",1,"Residence/Home","Anti-Mental Disability","Individual","S","S"
"41",69565,2000,"TNTBI0000","Tennessee Bureau of Investigation",NA,"Other State Agency","TN","Tennessee","East South Central","South","7","Cities under 2,500","16-JUL-00",NA,NA,1,NA,NA,"Black or African American",NA,1,"Simple Assault",0,"Residence/Home","Anti-Mental Disability","Individual","S","S"
"42",70631,2000,"VA1220000","Richmond",NA,"City","VA","Virginia","South Atlantic","South","2","Cities from 100,000 thru 249,999","27-JUN-00",NA,NA,1,NA,NA,"Black or African American",NA,1,"Simple Assault",1,"Convenience Store","Anti-Mental Disability","Individual","S","S"
"43",70677,2000,"VA1280000","Virginia Beach",NA,"City","VA","Virginia","South Atlantic","South","1C","Cities from 250,000 thru 499,999","18-DEC-00",NA,NA,1,NA,NA,"Unknown",NA,1,"Destruction/Damage/Vandalism of Property",1,"Residence/Home","Anti-Mental Disability","Individual","S","S"
"44",75186,2001,"CT0007700","Manchester",NA,"City","CT","Connecticut","New England","Northeast","3","Cities from 50,000 thru 99,999","13-AUG-01",NA,NA,1,NA,NA,"Unknown",NA,1,"All Other Larceny",0,"Residence/Home","Anti-Mental Disability","Individual","S","S"
"45",81473,2001,"CT0007700","Manchester",NA,"City","CT","Connecticut","New England","Northeast","3","Cities from 50,000 thru 99,999","01-JAN-01",NA,NA,2,NA,NA,"Multiple",NA,1,"Kidnapping/Abduction",0,"Residence/Home","Anti-Mental Disability","Individual","S","S"
"46",75635,2001,"IN0020100","Fort Wayne",NA,"City","IN","Indiana","East North Central","Midwest","2","Cities from 100,000 thru 249,999","20-JUN-01",NA,NA,3,NA,NA,"White",NA,1,"Intimidation",1,"Department/Discount Store","Anti-Mental Disability","Individual","S","S"
"47",75640,2001,"IN0200100","Elkhart",NA,"City","IN","Indiana","East North Central","Midwest","3","Cities from 50,000 thru 99,999","02-FEB-01",NA,NA,3,NA,NA,"Black or African American",NA,1,"Robbery",1,"School/College","Anti-Mental Disability","Individual","S","S"
"48",76247,2001,"MA0130100","Boston",NA,"City","MA","Massachusetts","New England","Northeast","1B","Cities from 500,000 thru 999,999","12-MAR-01",NA,NA,1,NA,NA,"White",NA,1,"Aggravated Assault",1,"Highway/Road/Alley/Street/Sidewalk","Anti-Mental Disability","Individual","S","S"
"49",76248,2001,"MA0130100","Boston",NA,"City","MA","Massachusetts","New England","Northeast","1B","Cities from 500,000 thru 999,999","05-OCT-01",NA,NA,1,NA,NA,"White",NA,1,"Intimidation",1,"Highway/Road/Alley/Street/Sidewalk","Anti-Mental Disability","Individual","S","S"
"50",76343,2001,"MI3113100","Houghton",NA,"County","MI","Michigan","East North Central","Midwest","8C","Non-MSA counties from 10,000 thru 24,999","25-JAN-01",NA,NA,0,NA,NA,"Unknown",NA,1,"Aggravated Assault",0,"Residence/Home","Anti-Mental Disability","Individual","S","S"
"51",80743,2001,"MI4648500","Hudson",NA,"City","MI","Michigan","East North Central","Midwest","6","Cities from 2,500 thru 9,999","26-AUG-01",NA,NA,0,NA,NA,"Unknown",NA,1,"Simple Assault",0,"Residence/Home","Anti-Mental Disability","Individual","S","S"
"52",79274,2001,"MI5859000","Monroe",NA,"City","MI","Michigan","East North Central","Midwest","5","Cities from 10,000 thru 24,999","27-JUN-01",NA,NA,1,NA,NA,"White",NA,1,"Simple Assault",0,"Residence/Home","Anti-Mental Disability","Individual","S","S"
"53",76498,2001,"MI8172800","Saline",NA,"City","MI","Michigan","East North Central","Midwest","6","Cities from 2,500 thru 9,999","08-APR-01",NA,NA,2,NA,NA,"White",NA,1,"Destruction/Damage/Vandalism of Property",0,"Residence/Home","Anti-Mental Disability","Individual","S","S"
"54",79487,2001,"MI8267200","Plymouth",NA,"City","MI","Michigan","East North Central","Midwest","6","Cities from 2,500 thru 9,999","01-MAY-01",NA,NA,1,NA,NA,"Black or African American",NA,1,"Fondling",0,"Residence/Home","Anti-Mental Disability","Individual","S","S"
"55",79594,2001,"MN0070100","Mankato",NA,"City","MN","Minnesota","West North Central","Midwest","4","Cities from 25,000 thru 49,999","26-MAR-01",NA,NA,1,NA,NA,"White",NA,1,"Intimidation",1,"Government/Public Building","Anti-Mental Disability","Individual","S","S"
"56",77028,2001,"NJ0080600","Glassboro",NA,"City","NJ","New Jersey","Middle Atlantic","Northeast","5","Cities from 10,000 thru 24,999","03-JAN-01",NA,NA,1,NA,NA,"Black or African American",NA,1,"Burglary/Breaking & Entering",0,"Residence/Home","Anti-Mental Disability","Other","S","S"
"57",79527,2001,"NJ0190400","Byram Township",NA,"City","NJ","New Jersey","Middle Atlantic","Northeast","6","Cities from 2,500 thru 9,999","05-AUG-01",NA,NA,1,NA,NA,"Unknown",NA,1,"Intimidation",1,"Other/Unknown","Anti-Mental Disability","Individual","S","S"
"58",76811,2001,"NV0020100","Las Vegas Metropolitan Police Department",NA,"City","NV","Nevada","Mountain","West","1A","Cities 1,000,000 or over","14-DEC-01",NA,NA,2,NA,NA,"Multiple",NA,1,"Intimidation",1,"Residence/Home","Anti-Mental Disability","Individual","S","S"
"59",78258,2001,"SC0040000","Anderson",NA,"County","SC","South Carolina","South Atlantic","South","9A","MSA counties 100,000 or over","18-NOV-01",NA,NA,2,NA,NA,"White",NA,2,"Simple Assault",0,"Residence/Home","Anti-Mental Disability","Individual","S","S"
"60",78300,2001,"SC0390200","Clemson",NA,"City","SC","South Carolina","South Atlantic","South","5","Cities from 10,000 thru 24,999","07-OCT-01",NA,NA,0,NA,NA,"Unknown",NA,1,"Theft From Building",0,"Other/Unknown","Anti-Mental Disability","Individual","S","S"
"61",78301,2001,"SC0390200","Clemson",NA,"City","SC","South Carolina","South Atlantic","South","5","Cities from 10,000 thru 24,999","24-OCT-01",NA,NA,0,NA,NA,"Unknown",NA,1,"Destruction/Damage/Vandalism of Property",0,"Other/Unknown","Anti-Mental Disability","Individual","S","S"
"62",78302,2001,"SC0390200","Clemson",NA,"City","SC","South Carolina","South Atlantic","South","5","Cities from 10,000 thru 24,999","08-JUN-01",NA,NA,0,NA,NA,"Unknown",NA,1,"Destruction/Damage/Vandalism of Property",0,"Church/Synagogue/Temple/Mosque","Anti-Mental Disability","Religious Organization","S","S"
"63",78303,2001,"SC0390200","Clemson",NA,"City","SC","South Carolina","South Atlantic","South","5","Cities from 10,000 thru 24,999","03-DEC-01",NA,NA,0,NA,NA,"Unknown",NA,1,"All Other Larceny",0,"Convenience Store","Anti-Mental Disability","Business","S","S"
"64",78342,2001,"TN0220000","Dickson",NA,"County","TN","Tennessee","East South Central","South","9B","MSA counties from 25,000 thru 99,999","12-JAN-01",NA,NA,0,NA,NA,"Unknown",NA,1,"Destruction/Damage/Vandalism of Property",0,"Residence/Home","Anti-Mental Disability","Individual","S","S"
"65",78842,2001,"VA1020000","Charlottesville",NA,"City","VA","Virginia","South Atlantic","South","4","Cities from 25,000 thru 49,999","25-AUG-01",NA,NA,3,NA,NA,"Unknown",NA,1,"Weapon Law Violations",0,"Highway/Road/Alley/Street/Sidewalk","Anti-Mental Disability","Society/Public","S","S"
"66",78999,2001,"WA0180000","Kitsap",NA,"County","WA","Washington","Pacific","West","9A","MSA counties 100,000 or over","30-DEC-01",NA,NA,0,NA,NA,"Unknown",NA,2,"Destruction/Damage/Vandalism of Property;Intimidation",1,"Residence/Home","Anti-Mental Disability","Individual","M","S"
"67",87851,2002,"AZ0072300","Phoenix",NA,"City","AZ","Arizona","Mountain","West","1A","Cities 1,000,000 or over","26-NOV-02",NA,NA,1,NA,NA,"White",NA,1,"Aggravated Assault",1,"Highway/Road/Alley/Street/Sidewalk","Anti-Mental Disability","Individual","S","S"
"68",90640,2002,"CA033300X","Lake Elsinore",NA,"City","CA","California","Pacific","West","4","Cities from 25,000 thru 49,999","02-MAY-02",NA,NA,0,NA,NA,"Unknown",NA,2,"Destruction/Damage/Vandalism of Property",2,"Residence/Home","Anti-Mental Disability","Individual","S","S"
"69",84172,2002,"CA0370000","San Diego",NA,"County","CA","California","Pacific","West","9A","MSA counties 100,000 or over","21-MAR-02",NA,NA,5,NA,NA,"Multiple",NA,2,"Simple Assault",2,"Highway/Road/Alley/Street/Sidewalk","Anti-Mental Disability","Individual","S","S"
"70",90926,2002,"CA0370000","San Diego",NA,"County","CA","California","Pacific","West","9A","MSA counties 100,000 or over","02-AUG-02",NA,NA,3,NA,NA,"White",NA,2,"Simple Assault",2,"Highway/Road/Alley/Street/Sidewalk","Anti-Mental Disability","Individual","S","S"
"71",89112,2002,"CA0371000","Oceanside",NA,"City","CA","California","Pacific","West","2","Cities from 100,000 thru 249,999","09-MAY-02",NA,NA,0,NA,NA,"Unknown",NA,1,"Intimidation",1,"Residence/Home","Anti-Mental Disability","Individual","S","S"
"72",84554,2002,"CT0007700","Manchester",NA,"City","CT","Connecticut","New England","Northeast","3","Cities from 50,000 thru 99,999","13-AUG-02",NA,NA,1,NA,NA,"White",NA,1,"Shoplifting",0,"Department/Discount Store","Anti-Mental Disability","Business","S","S"
"73",90423,2002,"CT0007700","Manchester",NA,"City","CT","Connecticut","New England","Northeast","3","Cities from 50,000 thru 99,999","24-AUG-02",NA,NA,1,NA,NA,"White",NA,1,"Shoplifting",0,"Department/Discount Store","Anti-Mental Disability","Business","S","S"
"74",85165,2002,"MD0030100","Baltimore County Police Department",NA,"County","MD","Maryland","South Atlantic","South","9A","MSA counties 100,000 or over","20-OCT-02",NA,NA,0,NA,NA,"Unknown",NA,1,"Destruction/Damage/Vandalism of Property",0,"Air/Bus/Train Terminal","Anti-Mental Disability","Society/Public","S","S"
"75",89620,2002,"MI5915900","Montcalm",NA,"County","MI","Michigan","East North Central","Midwest","8B","Non-MSA counties from 25,000 thru 99,999","18-SEP-02",NA,NA,4,NA,NA,"Multiple",NA,1,"Aggravated Assault",0,"Residence/Home","Anti-Mental Disability","Individual","S","S"
"76",85921,2002,"NH0053400","Hanover",NA,"City","NH","New Hampshire","New England","Northeast","5","Cities from 10,000 thru 24,999","13-SEP-02",NA,NA,1,NA,NA,"White",NA,1,"Destruction/Damage/Vandalism of Property",1,"Highway/Road/Alley/Street/Sidewalk","Anti-Mental Disability","Individual","S","S"
"77",85928,2002,"NH0090800","Farmington",NA,"City","NH","New Hampshire","New England","Northeast","6","Cities from 2,500 thru 9,999","30-MAR-02",NA,NA,0,NA,NA,"Unknown",NA,1,"Destruction/Damage/Vandalism of Property",0,"School/College","Anti-Mental Disability","Government","S","S"
"78",88457,2002,"NV0020100","Las Vegas Metropolitan Police Department",NA,"City","NV","Nevada","Mountain","West","1A","Cities 1,000,000 or over","12-APR-02",NA,NA,1,NA,NA,"White",NA,1,"Simple Assault",1,"Highway/Road/Alley/Street/Sidewalk","Anti-Mental Disability","Individual","S","S"
"79",90067,2002,"NY0303000","New York",NA,"City","NY","New York","Middle Atlantic","Northeast","1A","Cities 1,000,000 or over","08-MAY-02",NA,NA,0,NA,NA,"Unknown",NA,1,"Destruction/Damage/Vandalism of Property",0,"Residence/Home","Anti-Mental Disability","Other","S","S"
"80",86842,2002,"OH0690000","Putnam",NA,"County","OH","Ohio","East North Central","Midwest","8B","Non-MSA counties from 25,000 thru 99,999","12-FEB-02",NA,NA,0,NA,NA,"Unknown",NA,1,"Theft From Building",0,"Residence/Home","Anti-Mental Disability","Individual","S","S"
"81",87055,2002,"SC0100300","Mount Pleasant",NA,"City","SC","South Carolina","South Atlantic","South","4","Cities from 25,000 thru 49,999","30-JUL-02",NA,NA,1,NA,NA,"Unknown",NA,1,"Theft From Motor Vehicle",0,"Service/Gas Station","Anti-Mental Disability","Individual","S","S"
"82",87056,2002,"SC0100300","Mount Pleasant",NA,"City","SC","South Carolina","South Atlantic","South","4","Cities from 25,000 thru 49,999","07-SEP-02",NA,NA,1,NA,NA,"Black or African American",NA,1,"All Other Larceny",0,"Highway/Road/Alley/Street/Sidewalk","Anti-Mental Disability","Individual","S","S"
"83",87057,2002,"SC0100300","Mount Pleasant",NA,"City","SC","South Carolina","South Atlantic","South","4","Cities from 25,000 thru 49,999","16-OCT-02",NA,NA,1,NA,NA,"Unknown",NA,1,"All Other Larceny",0,"Commercial/Office Building","Anti-Mental Disability","Individual","S","S"
"84",87058,2002,"SC0100300","Mount Pleasant",NA,"City","SC","South Carolina","South Atlantic","South","4","Cities from 25,000 thru 49,999","07-NOV-02",NA,NA,1,NA,NA,"Unknown",NA,1,"Theft From Motor Vehicle",0,"Highway/Road/Alley/Street/Sidewalk","Anti-Mental Disability","Individual","S","S"
"85",87059,2002,"SC0100300","Mount Pleasant",NA,"City","SC","South Carolina","South Atlantic","South","4","Cities from 25,000 thru 49,999","23-OCT-02",NA,NA,1,NA,NA,"White",NA,1,"Embezzlement",0,"Commercial/Office Building","Anti-Mental Disability","Business","S","S"
"86",87092,2002,"SC0390200","Clemson",NA,"City","SC","South Carolina","South Atlantic","South","5","Cities from 10,000 thru 24,999","27-MAR-02",NA,NA,3,NA,NA,"White",NA,1,"Destruction/Damage/Vandalism of Property",0,"Rental Storage Facility","Anti-Mental Disability","Individual","S","S"
"87",87093,2002,"SC0390200","Clemson",NA,"City","SC","South Carolina","South Atlantic","South","5","Cities from 10,000 thru 24,999","05-JUL-02",NA,NA,0,NA,NA,"Unknown",NA,1,"Destruction/Damage/Vandalism of Property",0,"Other/Unknown","Anti-Mental Disability","Business","S","S"
"88",87095,2002,"SC0390200","Clemson",NA,"City","SC","South Carolina","South Atlantic","South","5","Cities from 10,000 thru 24,999","26-JUL-02",NA,NA,1,NA,NA,"White",NA,1,"Counterfeiting/Forgery",0,"Other/Unknown","Anti-Mental Disability","Individual","S","S"
"89",87096,2002,"SC0390200","Clemson",NA,"City","SC","South Carolina","South Atlantic","South","5","Cities from 10,000 thru 24,999","11-OCT-02",NA,NA,1,NA,NA,"Black or African American",NA,1,"Simple Assault",0,"Other/Unknown","Anti-Mental Disability","Individual","S","S"
"90",87098,2002,"SC0390200","Clemson",NA,"City","SC","South Carolina","South Atlantic","South","5","Cities from 10,000 thru 24,999","14-NOV-02",NA,NA,0,NA,NA,"Unknown",NA,1,"Theft From Building",0,"Church/Synagogue/Temple/Mosque","Anti-Mental Disability","Individual","S","S"
"91",87100,2002,"SC0390200","Clemson",NA,"City","SC","South Carolina","South Atlantic","South","5","Cities from 10,000 thru 24,999","06-APR-02",NA,NA,1,NA,NA,"Black or African American",NA,3,"Burglary/Breaking & Entering",0,"Other/Unknown","Anti-Mental Disability","Individual","S","S"
"92",87101,2002,"SC0390200","Clemson",NA,"City","SC","South Carolina","South Atlantic","South","5","Cities from 10,000 thru 24,999","04-MAR-02",NA,NA,0,NA,NA,"Unknown",NA,1,"Shoplifting",0,"Convenience Store","Anti-Mental Disability","Business","S","S"
"93",87102,2002,"SC0390200","Clemson",NA,"City","SC","South Carolina","South Atlantic","South","5","Cities from 10,000 thru 24,999","03-JAN-02",NA,NA,0,NA,NA,"Unknown",NA,1,"Theft of Motor Vehicle Parts or Accessories",0,"Other/Unknown","Anti-Mental Disability","Individual","S","S"
"94",87137,2002,"TN0220000","Dickson",NA,"County","TN","Tennessee","East South Central","South","9B","MSA counties from 25,000 thru 99,999","05-SEP-02",NA,NA,1,NA,NA,"White",NA,1,"Simple Assault",0,"Rental Storage Facility","Anti-Mental Disability","Individual","S","S"
