"","INCIDENT_ID","DATA_YEAR","ORI","PUB_AGENCY_NAME","PUB_AGENCY_UNIT","AGENCY_TYPE_NAME","STATE_ABBR","STATE_NAME","DIVISION_NAME","REGION_NAME","POPULATION_GROUP_CODE","POPULATION_GROUP_DESC","INCIDENT_DATE","ADULT_VICTIM_COUNT","JUVENILE_VICTIM_COUNT","TOTAL_OFFENDER_COUNT","ADULT_OFFENDER_COUNT","JUVENILE_OFFENDER_COUNT","OFFENDER_RACE","OFFENDER_ETHNICITY","VICTIM_COUNT","OFFENSE_NAME","TOTAL_INDIVIDUAL_VICTIMS","LOCATION_NAME","BIAS_DESC","VICTIM_TYPES","MULTIPLE_OFFENSE","MULTIPLE_BIAS"
"33",73033,2000,"CA0194100","Long Beach",NA,"City","CA","California","Pacific","West","1C","Cities from 250,000 thru 499,999","17-NOV-00",NA,NA,2,NA,NA,"White",NA,1,"Destruction/Damage/Vandalism of Property",1,"Parking/Drop Lot/Garage","Anti-Physical Disability","Individual","S","S"
"34",66494,2000,"CA0380100","San Francisco",NA,"City","CA","California","Pacific","West","1B","Cities from 500,000 thru 999,999","13-OCT-00",NA,NA,1,NA,NA,"Unknown",NA,1,"Intimidation",1,"Restaurant","Anti-Physical Disability","Individual","S","S"
"35",71646,2000,"CA0431300","San Jose",NA,"City","CA","California","Pacific","West","1B","Cities from 500,000 thru 999,999","19-JUN-00",NA,NA,2,NA,NA,"Black or African American",NA,1,"Simple Assault",1,"Restaurant","Anti-Physical Disability","Individual","S","S"
"36",71839,2000,"CT0016200","Winchester",NA,"City","CT","Connecticut","New England","Northeast","5","Cities from 10,000 thru 24,999","04-FEB-00",NA,NA,1,NA,NA,"White",NA,1,"Destruction/Damage/Vandalism of Property",0,"School/College","Anti-Physical Disability","Government","S","S"
"37",72414,2000,"KS0870300","Wichita",NA,"City","KS","Kansas","West North Central","Midwest","1C","Cities from 250,000 thru 499,999","23-FEB-00",NA,NA,1,NA,NA,"White",NA,1,"Intimidation",1,"Residence/Home","Anti-Physical Disability","Individual","S","S"
"38",72615,2000,"MD0020200","Anne Arundel County Police Department",NA,"County","MD","Maryland","South Atlantic","South","9A","MSA counties 100,000 or over","02-APR-00",NA,NA,0,NA,NA,"Unknown",NA,1,"Destruction/Damage/Vandalism of Property",0,"Parking/Drop Lot/Garage","Anti-Physical Disability","Society/Public","S","S"
"39",72725,2000,"MD0160400","Montgomery County Police Department",NA,"County","MD","Maryland","South Atlantic","South","9A","MSA counties 100,000 or over","01-NOV-00",NA,NA,2,NA,NA,"Black or African American",NA,1,"Simple Assault",1,"Other/Unknown","Anti-Physical Disability","Individual","S","S"
"40",72180,2000,"MN0271100","Minneapolis",NA,"City","MN","Minnesota","West North Central","Midwest","1C","Cities from 250,000 thru 499,999","25-AUG-00",NA,NA,2,NA,NA,"Black or African American",NA,1,"Intimidation",1,"Highway/Road/Alley/Street/Sidewalk","Anti-Physical Disability","Individual","S","S"
"41",69246,2000,"OR0030400","Lake Oswego",NA,"City","OR","Oregon","Pacific","West","4","Cities from 25,000 thru 49,999","08-JUN-00",NA,NA,0,NA,NA,"Unknown",NA,1,"Destruction/Damage/Vandalism of Property",1,"Commercial/Office Building","Anti-Physical Disability","Individual","S","S"
"42",69572,2000,"TN0140100","Celina",NA,"City","TN","Tennessee","East South Central","South","7","Cities under 2,500","26-NOV-00",NA,NA,1,NA,NA,"White",NA,1,"Fondling",1,"Residence/Home","Anti-Physical Disability","Individual","S","S"
"43",69443,2000,"TNTBI0000","Tennessee Bureau of Investigation",NA,"Other State Agency","TN","Tennessee","East South Central","South","7","Cities under 2,500","07-FEB-00",NA,NA,1,NA,NA,"Black or African American",NA,1,"Simple Assault",1,"Residence/Home","Anti-Physical Disability","Individual","S","S"
"44",69469,2000,"TNTBI0000","Tennessee Bureau of Investigation",NA,"Other State Agency","TN","Tennessee","East South Central","South","7","Cities under 2,500","25-AUG-00",NA,NA,1,NA,NA,"White",NA,1,"Fondling",1,"Residence/Home","Anti-Physical Disability","Individual","S","S"
"45",69471,2000,"TNTBI0000","Tennessee Bureau of Investigation",NA,"Other State Agency","TN","Tennessee","East South Central","South","7","Cities under 2,500","17-JUN-00",NA,NA,1,NA,NA,"White",NA,1,"Simple Assault",0,"Drug Store/Doctor's Office/Hospital","Anti-Physical Disability","Individual","S","S"
"46",69564,2000,"TNTBI0000","Tennessee Bureau of Investigation",NA,"Other State Agency","TN","Tennessee","East South Central","South","7","Cities under 2,500","08-MAR-00",NA,NA,1,NA,NA,"Black or African American",NA,1,"Simple Assault",1,"Residence/Home","Anti-Physical Disability","Individual","S","S"
"47",70481,2000,"TX2270100","Austin",NA,"City","TX","Texas","West South Central","South","1B","Cities from 500,000 thru 999,999","18-NOV-00",NA,NA,1,NA,NA,"Unknown",NA,1,"Arson",1,"Parking/Drop Lot/Garage","Anti-Physical Disability","Individual","S","S"
"48",69839,2000,"TX2320000","Uvalde",NA,"County","TX","Texas","West South Central","South","8D","Non-MSA counties under 10,000","29-JUN-00",NA,NA,1,NA,NA,"Unknown",NA,1,"Simple Assault",1,"Commercial/Office Building","Anti-Physical Disability","Individual","S","S"
"49",70602,2000,"VA1170000","Norfolk",NA,"City","VA","Virginia","South Atlantic","South","2","Cities from 100,000 thru 249,999","05-JUN-00",NA,NA,1,NA,NA,"Unknown",NA,1,"Destruction/Damage/Vandalism of Property",1,"Residence/Home","Anti-Physical Disability","Individual","S","S"
"50",70153,2000,"WA0270300","Tacoma",NA,"City","WA","Washington","Pacific","West","2","Cities from 100,000 thru 249,999","10-MAY-00",NA,NA,1,NA,NA,"Black or African American",NA,1,"Intimidation",1,"Highway/Road/Alley/Street/Sidewalk","Anti-Physical Disability","Individual","S","S"
"51",70177,2000,"WA0340000","Thurston",NA,"County","WA","Washington","Pacific","West","9A","MSA counties 100,000 or over","29-NOV-00",NA,NA,1,NA,NA,"Multiple",NA,1,"Simple Assault",1,"Other/Unknown","Anti-Physical Disability","Individual","S","S"
"52",74181,2001,"CA0194200","Los Angeles",NA,"City","CA","California","Pacific","West","1A","Cities 1,000,000 or over","17-JAN-01",NA,NA,2,NA,NA,"Multiple",NA,1,"Simple Assault",1,"Air/Bus/Train Terminal","Anti-Physical Disability","Individual","S","S"
"53",80940,2001,"CA0371000","Oceanside",NA,"City","CA","California","Pacific","West","2","Cities from 100,000 thru 249,999","17-DEC-01",NA,NA,3,NA,NA,"Multiple",NA,1,"Intimidation",1,"School/College","Anti-Physical Disability","Individual","S","S"
"54",80950,2001,"CA0371100","San Diego",NA,"City","CA","California","Pacific","West","1A","Cities 1,000,000 or over","17-FEB-01",NA,NA,2,NA,NA,"White",NA,1,"Simple Assault",1,"Highway/Road/Alley/Street/Sidewalk","Anti-Physical Disability","Individual","S","S"
"55",75057,2001,"CA0500700","Turlock",NA,"City","CA","California","Pacific","West","3","Cities from 50,000 thru 99,999","21-JUL-01",NA,NA,1,NA,NA,"White",NA,1,"Intimidation",1,"Residence/Home","Anti-Physical Disability","Individual","S","S"
"56",82325,2001,"IL0010300","Quincy",NA,"City","IL","Illinois","East North Central","Midwest","4","Cities from 25,000 thru 49,999","04-DEC-01",NA,NA,1,NA,NA,"White",NA,1,"Intimidation",1,"School/College","Anti-Physical Disability","Individual","S","S"
"57",82057,2001,"MA0130100","Boston",NA,"City","MA","Massachusetts","New England","Northeast","1B","Cities from 500,000 thru 999,999","10-NOV-01",NA,NA,3,NA,NA,"Black or African American",NA,1,"Intimidation",1,"Residence/Home","Anti-Physical Disability","Individual","S","S"
"58",80741,2001,"MI4414400","Lapeer",NA,"County","MI","Michigan","East North Central","Midwest","9B","MSA counties from 25,000 thru 99,999","30-SEP-01",NA,NA,0,NA,NA,"Unknown",NA,1,"Burglary/Breaking & Entering",0,"Specialty Store","Anti-Physical Disability","Individual","S","S"
"59",76430,2001,"MI5859000","Monroe",NA,"City","MI","Michigan","East North Central","Midwest","5","Cities from 10,000 thru 24,999","28-JUN-01",NA,NA,0,NA,NA,"Unknown",NA,1,"Theft From Motor Vehicle",0,"Residence/Home","Anti-Physical Disability","Individual","S","S"
"60",80567,2001,"NJ0080600","Glassboro",NA,"City","NJ","New Jersey","Middle Atlantic","Northeast","5","Cities from 10,000 thru 24,999","04-FEB-01",NA,NA,0,NA,NA,"Unknown",NA,1,"Intimidation",1,"Other/Unknown","Anti-Physical Disability","Individual","S","S"
"61",77122,2001,"NJ0133700","Ocean Township, Monmouth County",NA,"City","NJ","New Jersey","Middle Atlantic","Northeast","4","Cities from 25,000 thru 49,999","18-NOV-01",NA,NA,1,NA,NA,"Black or African American",NA,1,"Intimidation",1,"Residence/Home","Anti-Physical Disability","Individual","S","S"
"62",78149,2001,"RI0040900","Providence",NA,"City","RI","Rhode Island","New England","Northeast","2","Cities from 100,000 thru 249,999","08-MAR-01",NA,NA,2,NA,NA,"Black or African American",NA,1,"Robbery",1,"Highway/Road/Alley/Street/Sidewalk","Anti-Physical Disability","Individual","S","S"
"63",78278,2001,"SC0160100","Darlington",NA,"City","SC","South Carolina","South Atlantic","South","6","Cities from 2,500 thru 9,999","28-SEP-01",NA,NA,1,NA,NA,"Black or African American",NA,1,"Simple Assault",0,"Other/Unknown","Anti-Physical Disability","Individual","S","S"
"64",80098,2001,"TN0780400","Pittman Center",NA,"City","TN","Tennessee","East South Central","South","7","Cities under 2,500","01-MAY-01",NA,NA,1,NA,NA,"White",NA,1,"Intimidation",0,"Residence/Home","Anti-Physical Disability","Individual","S","S"
"65",78876,2001,"VA1170000","Norfolk",NA,"City","VA","Virginia","South Atlantic","South","2","Cities from 100,000 thru 249,999","18-AUG-01",NA,NA,1,NA,NA,"Unknown",NA,1,"Intimidation",0,"Residence/Home","Anti-Physical Disability","Individual","S","S"
"66",83463,2002,"AZ0010100","Eagar",NA,"City","AZ","Arizona","Mountain","West","6","Cities from 2,500 thru 9,999","13-FEB-02",NA,NA,0,NA,NA,"Unknown",NA,1,"Simple Assault",1,"Highway/Road/Alley/Street/Sidewalk","Anti-Physical Disability","Individual","S","S"
"67",83938,2002,"CA0194200","Los Angeles",NA,"City","CA","California","Pacific","West","1A","Cities 1,000,000 or over","28-DEC-02",NA,NA,1,NA,NA,"White",NA,1,"Intimidation",1,"Commercial/Office Building","Anti-Physical Disability","Individual","S","S"
"68",90480,2002,"CA0211100","Tiburon",NA,"City","CA","California","Pacific","West","6","Cities from 2,500 thru 9,999","31-AUG-02",NA,NA,1,NA,NA,"White",NA,1,"Intimidation",1,"Parking/Drop Lot/Garage","Anti-Physical Disability","Individual","S","S"
"69",84336,2002,"CA0380300","San Francisco State University",NA,"University or College","CA","California","Pacific","West","7","Cities under 2,500","25-OCT-02",NA,NA,1,NA,NA,"White",NA,1,"Intimidation",1,"School/College","Anti-Physical Disability","Individual","S","S"
"70",85453,2002,"MA0130100","Boston",NA,"City","MA","Massachusetts","New England","Northeast","1B","Cities from 500,000 thru 999,999","20-JUL-02",NA,NA,1,NA,NA,"Black or African American",NA,1,"Simple Assault",1,"Government/Public Building","Anti-Physical Disability","Individual","S","S"
"71",85699,2002,"MN0270300","Brooklyn Park",NA,"City","MN","Minnesota","West North Central","Midwest","3","Cities from 50,000 thru 99,999","04-SEP-02",NA,NA,1,NA,NA,"Black or African American",NA,1,"Not Specified",1,"School/College","Anti-Physical Disability","Individual","S","S"
"72",89881,2002,"MN0271100","Minneapolis",NA,"City","MN","Minnesota","West North Central","Midwest","1C","Cities from 250,000 thru 499,999","22-NOV-02",NA,NA,1,NA,NA,"Black or African American",NA,1,"Not Specified",1,"Other/Unknown","Anti-Physical Disability","Individual","S","S"
"73",89883,2002,"MN0271400","New Hope",NA,"City","MN","Minnesota","West North Central","Midwest","5","Cities from 10,000 thru 24,999","13-MAY-02",NA,NA,1,NA,NA,"Black or African American",NA,1,"Not Specified",1,"Residence/Home","Anti-Physical Disability","Individual","S","S"
"74",85927,2002,"NH0086000","Raymond",NA,"City","NH","New Hampshire","New England","Northeast","6","Cities from 2,500 thru 9,999","13-NOV-02",NA,NA,1,NA,NA,"White",NA,1,"Simple Assault",1,"School/College","Anti-Physical Disability","Individual","S","S"
"75",87074,2002,"SC0190000","Edgefield",NA,"County","SC","South Carolina","South Atlantic","South","9C","MSA counties from 10,000 thru 24,999","31-DEC-02",NA,NA,0,NA,NA,"Unknown",NA,1,"Motor Vehicle Theft",0,"Commercial/Office Building","Anti-Physical Disability","Individual","S","S"
"76",87075,2002,"SC0190000","Edgefield",NA,"County","SC","South Carolina","South Atlantic","South","9C","MSA counties from 10,000 thru 24,999","15-JAN-02",NA,NA,2,NA,NA,"White",NA,1,"Counterfeiting/Forgery",0,"Residence/Home","Anti-Physical Disability","Individual","S","S"
"77",87076,2002,"SC0190000","Edgefield",NA,"County","SC","South Carolina","South Atlantic","South","9C","MSA counties from 10,000 thru 24,999","17-JUL-02",NA,NA,1,NA,NA,"White",NA,1,"Drug/Narcotic Violations",0,"Residence/Home","Anti-Physical Disability","Society/Public","S","S"
"78",87077,2002,"SC0190000","Edgefield",NA,"County","SC","South Carolina","South Atlantic","South","9C","MSA counties from 10,000 thru 24,999","22-JUL-02",NA,NA,1,NA,NA,"White",NA,1,"Drug/Narcotic Violations",0,"Residence/Home","Anti-Physical Disability","Society/Public","S","S"
"79",87099,2002,"SC0390200","Clemson",NA,"City","SC","South Carolina","South Atlantic","South","5","Cities from 10,000 thru 24,999","15-NOV-02",NA,NA,0,NA,NA,"Unknown",NA,1,"Theft From Motor Vehicle",0,"Residence/Home","Anti-Physical Disability","Individual","S","S"
"80",87143,2002,"TN0230100","Dyersburg",NA,"City","TN","Tennessee","East South Central","South","5","Cities from 10,000 thru 24,999","08-APR-02",NA,NA,1,NA,NA,"Unknown",NA,1,"Rape",0,"Other/Unknown","Anti-Physical Disability","Individual","S","S"
"81",88675,2002,"TN0500100","Lawrenceburg",NA,"City","TN","Tennessee","East South Central","South","5","Cities from 10,000 thru 24,999","09-MAY-02",NA,NA,2,NA,NA,"White",NA,1,"Aggravated Assault",0,"Air/Bus/Train Terminal","Anti-Physical Disability","Individual","S","S"
"82",88797,2002,"TN0750400","Middle Tennessee State University",NA,"University or College","TN","Tennessee","East South Central","South","7","Cities under 2,500","06-DEC-02",NA,NA,1,NA,NA,"Unknown",NA,1,"Destruction/Damage/Vandalism of Property",0,"School/College","Anti-Physical Disability","Individual","S","S"
"83",88547,2002,"TX1260300","Cleburne",NA,"City","TX","Texas","West South Central","South","4","Cities from 25,000 thru 49,999","06-SEP-02",NA,NA,1,NA,NA,"White",NA,1,"Simple Assault",0,"Restaurant","Anti-Physical Disability","Individual","S","S"
"84",88573,2002,"TX2270100","Austin",NA,"City","TX","Texas","West South Central","South","1B","Cities from 500,000 thru 999,999","24-JAN-02",NA,NA,2,NA,NA,"Black or African American",NA,1,"Destruction/Damage/Vandalism of Property",0,"Parking/Drop Lot/Garage","Anti-Physical Disability","Individual","S","S"
"85",88357,2002,"WA0030500","West Richland",NA,"City","WA","Washington","Pacific","West","6","Cities from 2,500 thru 9,999","09-JAN-02",NA,NA,2,NA,NA,"Black or African American",NA,1,"Destruction/Damage/Vandalism of Property",1,"Highway/Road/Alley/Street/Sidewalk","Anti-Physical Disability","Individual","S","S"
"86",95679,2003,"AR0160100","Jonesboro",NA,"City","AR","Arkansas","West South Central","South","3","Cities from 50,000 thru 99,999","09-SEP-03",NA,NA,1,NA,NA,"Black or African American",NA,1,"Simple Assault",0,"Residence/Home","Anti-Physical Disability","Individual","S","S"
"87",90977,2003,"AZ0071700","Mesa",NA,"City","AZ","Arizona","Mountain","West","1C","Cities from 250,000 thru 499,999","25-MAY-03",NA,NA,1,NA,NA,"White",NA,1,"Simple Assault",1,"Highway/Road/Alley/Street/Sidewalk","Anti-Physical Disability","Individual","S","S"
"88",95500,2003,"AZ0071700","Mesa",NA,"City","AZ","Arizona","Mountain","West","1C","Cities from 250,000 thru 499,999","24-OCT-03",NA,NA,0,NA,NA,"Unknown",NA,1,"Destruction/Damage/Vandalism of Property",0,"School/College","Anti-Physical Disability","Business","S","S"
"89",91069,2003,"AZ0072900","Tempe",NA,"City","AZ","Arizona","Mountain","West","2","Cities from 100,000 thru 249,999","19-OCT-03",NA,NA,1,NA,NA,"White",NA,1,"Intimidation",1,"Highway/Road/Alley/Street/Sidewalk","Anti-Physical Disability","Individual","S","S"
"90",91835,2003,"CA0380100","San Francisco",NA,"City","CA","California","Pacific","West","1B","Cities from 500,000 thru 999,999","19-NOV-03",NA,NA,0,NA,NA,"Unknown",NA,1,"Destruction/Damage/Vandalism of Property",1,"Residence/Home","Anti-Physical Disability","Individual","S","S"
"91",92023,2003,"CO0300400","Lakewood",NA,"City","CO","Colorado","Mountain","West","2","Cities from 100,000 thru 249,999","07-OCT-03",NA,NA,1,NA,NA,"White",NA,1,"All Other Larceny",0,"Residence/Home","Anti-Physical Disability","Individual","S","S"
"92",97397,2003,"CT0002500","Cheshire",NA,"City","CT","Connecticut","New England","Northeast","4","Cities from 25,000 thru 49,999","25-NOV-03",NA,NA,1,NA,NA,"White",NA,1,"Simple Assault",1,"Residence/Home","Anti-Physical Disability","Individual","S","S"
"93",96110,2003,"IL0840200","Springfield",NA,"City","IL","Illinois","East North Central","Midwest","2","Cities from 100,000 thru 249,999","27-APR-03",NA,NA,1,NA,NA,"White",NA,2,"Aggravated Assault",2,"Residence/Home","Anti-Physical Disability","Individual","S","S"
"94",94442,2003,"OH0252700","Ohio State University:","Columbus","University or College","OH","Ohio","East North Central","Midwest","7","Cities under 2,500","24-JUN-03",NA,NA,2,NA,NA,"Black or African American",NA,1,"Simple Assault",0,"Residence/Home","Anti-Physical Disability","Individual","S","S"
"95",97075,2003,"OH0320100","Findlay",NA,"City","OH","Ohio","East North Central","Midwest","4","Cities from 25,000 thru 49,999","13-OCT-03",NA,NA,1,NA,NA,"White",NA,1,"Simple Assault",0,"School/College","Anti-Physical Disability","Individual","S","S"
"96",94459,2003,"OH0450700","Heath",NA,"City","OH","Ohio","East North Central","Midwest","6","Cities from 2,500 thru 9,999","22-NOV-03",NA,NA,0,NA,NA,"Unknown",NA,1,"Destruction/Damage/Vandalism of Property",0,"Residence/Home","Anti-Physical Disability","Individual","S","S"
