"","INCIDENT_ID","DATA_YEAR","ORI","PUB_AGENCY_NAME","PUB_AGENCY_UNIT","AGENCY_TYPE_NAME","STATE_ABBR","STATE_NAME","DIVISION_NAME","REGION_NAME","POPULATION_GROUP_CODE","POPULATION_GROUP_DESC","INCIDENT_DATE","ADULT_VICTIM_COUNT","JUVENILE_VICTIM_COUNT","TOTAL_OFFENDER_COUNT","ADULT_OFFENDER_COUNT","JUVENILE_OFFENDER_COUNT","OFFENDER_RACE","OFFENDER_ETHNICITY","VICTIM_COUNT","OFFENSE_NAME","TOTAL_INDIVIDUAL_VICTIMS","LOCATION_NAME","BIAS_DESC","VICTIM_TYPES","MULTIPLE_OFFENSE","MULTIPLE_BIAS"
"34",53654,1998,"TNTBI0000","Tennessee Bureau of Investigation",NA,"Other State Agency","TN","Tennessee","East South Central","South","7","Cities under 2,500","27-JUL-98",NA,NA,1,NA,NA,"Unknown",NA,1,"Aggravated Assault",1,"Residence/Home","Anti-Mental Disability","Individual","S","S"
"35",53869,1998,"TX2270100","Austin",NA,"City","TX","Texas","West South Central","South","1B","Cities from 500,000 thru 999,999","06-FEB-98",NA,NA,3,NA,NA,"White",NA,1,"Simple Assault",1,"Highway/Road/Alley/Street/Sidewalk","Anti-Mental Disability","Individual","S","S"
"36",53871,1998,"TX2270100","Austin",NA,"City","TX","Texas","West South Central","South","1B","Cities from 500,000 thru 999,999","27-FEB-98",NA,NA,3,NA,NA,"White",NA,1,"Intimidation",1,"Highway/Road/Alley/Street/Sidewalk","Anti-Mental Disability","Individual","S","S"
"37",53872,1998,"TX2270100","Austin",NA,"City","TX","Texas","West South Central","South","1B","Cities from 500,000 thru 999,999","03-MAR-98",NA,NA,3,NA,NA,"White",NA,1,"Intimidation",1,"Highway/Road/Alley/Street/Sidewalk","Anti-Mental Disability","Individual","S","S"
"38",57015,1998,"VA0750600","Dumfries",NA,"City","VA","Virginia","South Atlantic","South","6","Cities from 2,500 thru 9,999","13-JUN-98",NA,NA,2,NA,NA,"Black or African American",NA,1,"Robbery",1,"Residence/Home","Anti-Mental Disability","Individual","S","S"
"39",54188,1998,"WA0390000","Yakima",NA,"County","WA","Washington","Pacific","West","9A","MSA counties 100,000 or over","01-AUG-98",NA,NA,3,NA,NA,"White",NA,1,"Intimidation",1,"Highway/Road/Alley/Street/Sidewalk","Anti-Physical Disability","Individual","S","S"
"40",58259,1999,"CA0301200","La Habra",NA,"City","CA","California","Pacific","West","3","Cities from 50,000 thru 99,999","18-JAN-99",NA,NA,1,NA,NA,"White",NA,1,"Intimidation",1,"Restaurant","Anti-Physical Disability","Individual","S","S"
"41",58493,1999,"CA0380100","San Francisco",NA,"City","CA","California","Pacific","West","1B","Cities from 500,000 thru 999,999","05-APR-99",NA,NA,1,NA,NA,"White",NA,1,"Simple Assault",1,"Highway/Road/Alley/Street/Sidewalk","Anti-Physical Disability","Individual","S","S"
"42",58757,1999,"CO0230100","Glenwood Springs",NA,"City","CO","Colorado","Mountain","West","6","Cities from 2,500 thru 9,999","26-JAN-99",NA,NA,1,NA,NA,"Unknown",NA,1,"Destruction/Damage/Vandalism of Property",1,"Parking/Drop Lot/Garage","Anti-Physical Disability","Individual","S","S"
"43",58770,1999,"CO0300500","Wheat Ridge",NA,"City","CO","Colorado","Mountain","West","4","Cities from 25,000 thru 49,999","15-APR-99",NA,NA,1,NA,NA,"White",NA,1,"Destruction/Damage/Vandalism of Property",1,"Parking/Drop Lot/Garage","Anti-Physical Disability","Individual","S","S"
"44",59037,1999,"ID0200200","Mountain Home",NA,"City","ID","Idaho","Mountain","West","5","Cities from 10,000 thru 24,999","13-NOV-99",NA,NA,3,NA,NA,"White",NA,1,"Simple Assault",1,"Residence/Home","Anti-Mental Disability","Individual","S","S"
"45",59165,1999,"IL0010300","Quincy",NA,"City","IL","Illinois","East North Central","Midwest","4","Cities from 25,000 thru 49,999","23-SEP-99",NA,NA,1,NA,NA,"Black or African American",NA,1,"Intimidation",1,"Residence/Home","Anti-Mental Disability","Individual","S","S"
"46",63780,1999,"IL0720700","Peoria",NA,"City","IL","Illinois","East North Central","Midwest","2","Cities from 100,000 thru 249,999","01-APR-99",NA,NA,1,NA,NA,"White",NA,2,"Rape;Simple Assault",2,"Residence/Home","Anti-Mental Disability","Individual","M","S"
"47",59161,1999,"ILCPD0000","Chicago",NA,"City","IL","Illinois","East North Central","Midwest","1A","Cities 1,000,000 or over","08-MAR-99",NA,NA,1,NA,NA,"Unknown",NA,1,"Intimidation",1,"Residence/Home","Anti-Mental Disability","Individual","S","S"
"48",59734,1999,"MA0095200","Wilmington",NA,"City","MA","Massachusetts","New England","Northeast","5","Cities from 10,000 thru 24,999","12-APR-99",NA,NA,1,NA,NA,"White",NA,1,"Intimidation",1,"Other/Unknown","Anti-Mental Disability","Individual","S","S"
"49",64632,1999,"MA0095200","Wilmington",NA,"City","MA","Massachusetts","New England","Northeast","5","Cities from 10,000 thru 24,999","02-APR-99",NA,NA,1,NA,NA,"Unknown",NA,1,"Intimidation",1,"Other/Unknown","Anti-Mental Disability","Individual","S","S"
"50",64306,1999,"MD0160400","Montgomery County Police Department",NA,"County","MD","Maryland","South Atlantic","South","9A","MSA counties 100,000 or over","28-AUG-99",NA,NA,1,NA,NA,"Black or African American",NA,1,"Simple Assault",1,"Restaurant","Anti-Physical Disability","Individual","S","S"
"51",59505,1999,"ME0060100","Augusta",NA,"City","ME","Maine","New England","Northeast","5","Cities from 10,000 thru 24,999","27-MAY-99",NA,NA,1,NA,NA,"White",NA,1,"Simple Assault",1,"School/College","Anti-Physical Disability","Individual","S","S"
"52",64174,1999,"NH0031800","Keene",NA,"City","NH","New Hampshire","New England","Northeast","5","Cities from 10,000 thru 24,999","25-JUL-99",NA,NA,1,NA,NA,"White",NA,1,"Simple Assault",1,"Restaurant","Anti-Mental Disability","Individual","S","S"
"53",60355,1999,"NH0101800","Newport",NA,"City","NH","New Hampshire","New England","Northeast","6","Cities from 2,500 thru 9,999","06-DEC-99",NA,NA,1,NA,NA,"White",NA,1,"Simple Assault",1,"School/College","Anti-Mental Disability","Individual","S","S"
"54",64169,1999,"NV0160100","Reno",NA,"City","NV","Nevada","Mountain","West","2","Cities from 100,000 thru 249,999","07-JUL-99",NA,NA,2,NA,NA,"Multiple",NA,1,"Aggravated Assault",1,"Commercial/Office Building","Anti-Mental Disability","Individual","S","S"
"55",61735,1999,"TX0610200","Denton",NA,"City","TX","Texas","West South Central","South","3","Cities from 50,000 thru 99,999","20-MAR-99",NA,NA,0,NA,NA,"Unknown",NA,1,"Intimidation",1,"Parking/Drop Lot/Garage","Anti-Physical Disability","Individual","S","S"
"56",62940,1999,"VA1020000","Charlottesville",NA,"City","VA","Virginia","South Atlantic","South","4","Cities from 25,000 thru 49,999","19-OCT-99",NA,NA,1,NA,NA,"Unknown",NA,4,"All Other Larceny;Burglary/Breaking & Entering",2,"Residence/Home","Anti-Physical Disability","Individual","M","S"
"57",65603,2000,"AZ0072300","Phoenix",NA,"City","AZ","Arizona","Mountain","West","1A","Cities 1,000,000 or over","10-SEP-00",NA,NA,1,NA,NA,"White",NA,1,"Intimidation",1,"Residence/Home","Anti-Physical Disability","Individual","S","S"
"58",73033,2000,"CA0194100","Long Beach",NA,"City","CA","California","Pacific","West","1C","Cities from 250,000 thru 499,999","17-NOV-00",NA,NA,2,NA,NA,"White",NA,1,"Destruction/Damage/Vandalism of Property",1,"Parking/Drop Lot/Garage","Anti-Physical Disability","Individual","S","S"
"59",66494,2000,"CA0380100","San Francisco",NA,"City","CA","California","Pacific","West","1B","Cities from 500,000 thru 999,999","13-OCT-00",NA,NA,1,NA,NA,"Unknown",NA,1,"Intimidation",1,"Restaurant","Anti-Physical Disability","Individual","S","S"
"60",71646,2000,"CA0431300","San Jose",NA,"City","CA","California","Pacific","West","1B","Cities from 500,000 thru 999,999","19-JUN-00",NA,NA,2,NA,NA,"Black or African American",NA,1,"Simple Assault",1,"Restaurant","Anti-Physical Disability","Individual","S","S"
"61",66759,2000,"CT0004300","East Hartford",NA,"City","CT","Connecticut","New England","Northeast","4","Cities from 25,000 thru 49,999","06-DEC-00",NA,NA,0,NA,NA,"Unknown",NA,1,"Destruction/Damage/Vandalism of Property",0,"Parking/Drop Lot/Garage","Anti-Mental Disability","Individual","S","S"
"62",71799,2000,"CT0004300","East Hartford",NA,"City","CT","Connecticut","New England","Northeast","4","Cities from 25,000 thru 49,999","26-NOV-00",NA,NA,0,NA,NA,"Unknown",NA,1,"Destruction/Damage/Vandalism of Property",1,"Residence/Home","Anti-Mental Disability","Individual","S","S"
"63",71839,2000,"CT0016200","Winchester",NA,"City","CT","Connecticut","New England","Northeast","5","Cities from 10,000 thru 24,999","04-FEB-00",NA,NA,1,NA,NA,"White",NA,1,"Destruction/Damage/Vandalism of Property",0,"School/College","Anti-Physical Disability","Government","S","S"
"64",66813,2000,"DE0020300","New Castle County Police Department",NA,"County","DE","Delaware","South Atlantic","South","9A","MSA counties 100,000 or over","25-AUG-00",NA,NA,1,NA,NA,"White",NA,1,"Destruction/Damage/Vandalism of Property",1,"Residence/Home","Anti-Mental Disability","Individual","S","S"
"65",72100,2000,"ILCPD0000","Chicago",NA,"City","IL","Illinois","East North Central","Midwest","1A","Cities 1,000,000 or over","25-MAY-00",NA,NA,1,NA,NA,"White",NA,1,"Destruction/Damage/Vandalism of Property",1,"Highway/Road/Alley/Street/Sidewalk","Anti-Mental Disability","Individual","S","S"
"66",72414,2000,"KS0870300","Wichita",NA,"City","KS","Kansas","West North Central","Midwest","1C","Cities from 250,000 thru 499,999","23-FEB-00",NA,NA,1,NA,NA,"White",NA,1,"Intimidation",1,"Residence/Home","Anti-Physical Disability","Individual","S","S"
"67",72615,2000,"MD0020200","Anne Arundel County Police Department",NA,"County","MD","Maryland","South Atlantic","South","9A","MSA counties 100,000 or over","02-APR-00",NA,NA,0,NA,NA,"Unknown",NA,1,"Destruction/Damage/Vandalism of Property",0,"Parking/Drop Lot/Garage","Anti-Physical Disability","Society/Public","S","S"
"68",72725,2000,"MD0160400","Montgomery County Police Department",NA,"County","MD","Maryland","South Atlantic","South","9A","MSA counties 100,000 or over","01-NOV-00",NA,NA,2,NA,NA,"Black or African American",NA,1,"Simple Assault",1,"Other/Unknown","Anti-Physical Disability","Individual","S","S"
"69",68049,2000,"MN0271100","Minneapolis",NA,"City","MN","Minnesota","West North Central","Midwest","1C","Cities from 250,000 thru 499,999","06-AUG-00",NA,NA,1,NA,NA,"White",NA,1,"Not Specified",1,"Residence/Home","Anti-Mental Disability","Individual","S","S"
"70",72180,2000,"MN0271100","Minneapolis",NA,"City","MN","Minnesota","West North Central","Midwest","1C","Cities from 250,000 thru 499,999","25-AUG-00",NA,NA,2,NA,NA,"Black or African American",NA,1,"Intimidation",1,"Highway/Road/Alley/Street/Sidewalk","Anti-Physical Disability","Individual","S","S"
"71",68605,2000,"NJ0190900","Hamburg",NA,"City","NJ","New Jersey","Middle Atlantic","Northeast","6","Cities from 2,500 thru 9,999","24-MAR-00",NA,NA,1,NA,NA,"White",NA,1,"Intimidation",1,"School/College","Anti-Mental Disability","Individual","S","S"
"72",69246,2000,"OR0030400","Lake Oswego",NA,"City","OR","Oregon","Pacific","West","4","Cities from 25,000 thru 49,999","08-JUN-00",NA,NA,0,NA,NA,"Unknown",NA,1,"Destruction/Damage/Vandalism of Property",1,"Commercial/Office Building","Anti-Physical Disability","Individual","S","S"
"73",69285,2000,"OR0240200","Salem",NA,"City","OR","Oregon","Pacific","West","2","Cities from 100,000 thru 249,999","17-JAN-00",NA,NA,1,NA,NA,"White",NA,1,"Robbery",1,"Residence/Home","Anti-Mental Disability","Individual","S","S"
"74",69572,2000,"TN0140100","Celina",NA,"City","TN","Tennessee","East South Central","South","7","Cities under 2,500","26-NOV-00",NA,NA,1,NA,NA,"White",NA,1,"Fondling",1,"Residence/Home","Anti-Physical Disability","Individual","S","S"
"75",69659,2000,"TN0780000","Sevier",NA,"County","TN","Tennessee","East South Central","South","9B","MSA counties from 25,000 thru 99,999","03-OCT-00",NA,NA,1,NA,NA,"White",NA,1,"Destruction/Damage/Vandalism of Property",0,"Residence/Home","Anti-Mental Disability","Individual","S","S"
"76",69440,2000,"TNMPD0000","Memphis",NA,"City","TN","Tennessee","East South Central","South","1B","Cities from 500,000 thru 999,999","07-AUG-00",NA,NA,0,NA,NA,"Unknown",NA,1,"Burglary/Breaking & Entering",0,"Residence/Home","Anti-Mental Disability","Individual","S","S"
"77",69561,2000,"TNMPD0000","Memphis",NA,"City","TN","Tennessee","East South Central","South","1B","Cities from 500,000 thru 999,999","03-AUG-00",NA,NA,1,NA,NA,"Black or African American",NA,1,"Aggravated Assault",0,"Highway/Road/Alley/Street/Sidewalk","Anti-Mental Disability","Individual","S","S"
"78",69562,2000,"TNMPD0000","Memphis",NA,"City","TN","Tennessee","East South Central","South","1B","Cities from 500,000 thru 999,999","26-AUG-00",NA,NA,0,NA,NA,"Unknown",NA,1,"Motor Vehicle Theft",0,"Residence/Home","Anti-Mental Disability","Individual","S","S"
"79",69441,2000,"TNTBI0000","Tennessee Bureau of Investigation",NA,"Other State Agency","TN","Tennessee","East South Central","South","7","Cities under 2,500","14-JUN-00",NA,NA,1,NA,NA,"Black or African American",NA,1,"Simple Assault",1,"Other/Unknown","Anti-Mental Disability","Individual","S","S"
"80",69442,2000,"TNTBI0000","Tennessee Bureau of Investigation",NA,"Other State Agency","TN","Tennessee","East South Central","South","7","Cities under 2,500","14-MAY-00",NA,NA,1,NA,NA,"Unknown",NA,1,"Simple Assault",1,"Residence/Home","Anti-Mental Disability","Individual","S","S"
"81",69443,2000,"TNTBI0000","Tennessee Bureau of Investigation",NA,"Other State Agency","TN","Tennessee","East South Central","South","7","Cities under 2,500","07-FEB-00",NA,NA,1,NA,NA,"Black or African American",NA,1,"Simple Assault",1,"Residence/Home","Anti-Physical Disability","Individual","S","S"
"82",69469,2000,"TNTBI0000","Tennessee Bureau of Investigation",NA,"Other State Agency","TN","Tennessee","East South Central","South","7","Cities under 2,500","25-AUG-00",NA,NA,1,NA,NA,"White",NA,1,"Fondling",1,"Residence/Home","Anti-Physical Disability","Individual","S","S"
"83",69470,2000,"TNTBI0000","Tennessee Bureau of Investigation",NA,"Other State Agency","TN","Tennessee","East South Central","South","7","Cities under 2,500","14-MAY-00",NA,NA,1,NA,NA,"Black or African American",NA,1,"Simple Assault",0,"Residence/Home","Anti-Mental Disability","Individual","S","S"
"84",69471,2000,"TNTBI0000","Tennessee Bureau of Investigation",NA,"Other State Agency","TN","Tennessee","East South Central","South","7","Cities under 2,500","17-JUN-00",NA,NA,1,NA,NA,"White",NA,1,"Simple Assault",0,"Drug Store/Doctor's Office/Hospital","Anti-Physical Disability","Individual","S","S"
"85",69563,2000,"TNTBI0000","Tennessee Bureau of Investigation",NA,"Other State Agency","TN","Tennessee","East South Central","South","7","Cities under 2,500","23-JUL-00",NA,NA,1,NA,NA,"Black or African American",NA,1,"Aggravated Assault",1,"Residence/Home","Anti-Mental Disability","Individual","S","S"
"86",69564,2000,"TNTBI0000","Tennessee Bureau of Investigation",NA,"Other State Agency","TN","Tennessee","East South Central","South","7","Cities under 2,500","08-MAR-00",NA,NA,1,NA,NA,"Black or African American",NA,1,"Simple Assault",1,"Residence/Home","Anti-Physical Disability","Individual","S","S"
"87",69565,2000,"TNTBI0000","Tennessee Bureau of Investigation",NA,"Other State Agency","TN","Tennessee","East South Central","South","7","Cities under 2,500","16-JUL-00",NA,NA,1,NA,NA,"Black or African American",NA,1,"Simple Assault",0,"Residence/Home","Anti-Mental Disability","Individual","S","S"
"88",70481,2000,"TX2270100","Austin",NA,"City","TX","Texas","West South Central","South","1B","Cities from 500,000 thru 999,999","18-NOV-00",NA,NA,1,NA,NA,"Unknown",NA,1,"Arson",1,"Parking/Drop Lot/Garage","Anti-Physical Disability","Individual","S","S"
"89",69839,2000,"TX2320000","Uvalde",NA,"County","TX","Texas","West South Central","South","8D","Non-MSA counties under 10,000","29-JUN-00",NA,NA,1,NA,NA,"Unknown",NA,1,"Simple Assault",1,"Commercial/Office Building","Anti-Physical Disability","Individual","S","S"
"90",70602,2000,"VA1170000","Norfolk",NA,"City","VA","Virginia","South Atlantic","South","2","Cities from 100,000 thru 249,999","05-JUN-00",NA,NA,1,NA,NA,"Unknown",NA,1,"Destruction/Damage/Vandalism of Property",1,"Residence/Home","Anti-Physical Disability","Individual","S","S"
"91",70631,2000,"VA1220000","Richmond",NA,"City","VA","Virginia","South Atlantic","South","2","Cities from 100,000 thru 249,999","27-JUN-00",NA,NA,1,NA,NA,"Black or African American",NA,1,"Simple Assault",1,"Convenience Store","Anti-Mental Disability","Individual","S","S"
"92",70677,2000,"VA1280000","Virginia Beach",NA,"City","VA","Virginia","South Atlantic","South","1C","Cities from 250,000 thru 499,999","18-DEC-00",NA,NA,1,NA,NA,"Unknown",NA,1,"Destruction/Damage/Vandalism of Property",1,"Residence/Home","Anti-Mental Disability","Individual","S","S"
"93",70153,2000,"WA0270300","Tacoma",NA,"City","WA","Washington","Pacific","West","2","Cities from 100,000 thru 249,999","10-MAY-00",NA,NA,1,NA,NA,"Black or African American",NA,1,"Intimidation",1,"Highway/Road/Alley/Street/Sidewalk","Anti-Physical Disability","Individual","S","S"
"94",70177,2000,"WA0340000","Thurston",NA,"County","WA","Washington","Pacific","West","9A","MSA counties 100,000 or over","29-NOV-00",NA,NA,1,NA,NA,"Multiple",NA,1,"Simple Assault",1,"Other/Unknown","Anti-Physical Disability","Individual","S","S"
"95",74181,2001,"CA0194200","Los Angeles",NA,"City","CA","California","Pacific","West","1A","Cities 1,000,000 or over","17-JAN-01",NA,NA,2,NA,NA,"Multiple",NA,1,"Simple Assault",1,"Air/Bus/Train Terminal","Anti-Physical Disability","Individual","S","S"
"96",80940,2001,"CA0371000","Oceanside",NA,"City","CA","California","Pacific","West","2","Cities from 100,000 thru 249,999","17-DEC-01",NA,NA,3,NA,NA,"Multiple",NA,1,"Intimidation",1,"School/College","Anti-Physical Disability","Individual","S","S"
